rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,view_history,stimulus,possible_responses,stim_duration,exp_stage,correct,correct_response,feedback_duration,condition,stim_color,stim_word,responses,exp_id,credit_var,stim_place,stim_id
-1,-1,poldrack-single-stim,16,51100,0.0-15.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
894,82,poldrack-categorize,17,53613,0.0-16.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,practice,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,18,54373,0.0-17.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
820,82,poldrack-categorize,19,56887,0.0-18.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","66,71,82",1500,practice,TRUE,82,500,incongruent,red,blue,,,,,
-1,-1,poldrack-single-stim,20,57641,0.0-19.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
520,71,poldrack-categorize,21,60155,0.0-20.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82",1500,practice,TRUE,71,500,incongruent,green,red,,,,,
-1,-1,poldrack-single-stim,22,60915,0.0-21.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
526,82,poldrack-categorize,23,63428,0.0-22.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,practice,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,24,64189,0.0-23.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
724,71,poldrack-categorize,25,66702,0.0-24.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,practice,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,26,67463,0.0-25.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
608,71,poldrack-categorize,27,69976,0.0-26.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82",1500,practice,TRUE,71,500,incongruent,green,red,,,,,
-1,-1,poldrack-single-stim,28,70737,0.0-27.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
721,66,poldrack-categorize,29,73247,0.0-28.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82",1500,practice,TRUE,66,500,incongruent,blue,green,,,,,
-1,-1,poldrack-single-stim,30,74005,0.0-29.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
628,71,poldrack-categorize,31,76518,0.0-30.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,practice,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,32,77279,0.0-31.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
588,66,poldrack-categorize,33,79792,0.0-32.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82",1500,practice,TRUE,66,500,congruent,blue,blue,,,,,
-1,-1,poldrack-single-stim,34,80548,0.0-33.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
499,66,poldrack-categorize,35,83058,0.0-34.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82",1500,practice,TRUE,66,500,congruent,blue,blue,,,,,
-1,-1,poldrack-single-stim,36,83814,0.0-35.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
562,71,poldrack-categorize,37,86328,0.0-36.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,practice,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,38,87088,0.0-37.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
552,66,poldrack-categorize,39,89601,0.0-38.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">RED</div></div>","66,71,82",1500,practice,TRUE,66,500,incongruent,blue,red,,,,,
-1,-1,poldrack-single-stim,40,90362,0.0-39.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
389,66,poldrack-categorize,41,92875,0.0-40.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82",1500,practice,TRUE,66,500,congruent,blue,blue,,,,,
-1,-1,poldrack-single-stim,42,93636,0.0-41.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
564,82,poldrack-categorize,43,96143,0.0-42.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,practice,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,44,96904,0.0-43.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
591,71,poldrack-categorize,45,99417,0.0-44.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,practice,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,46,100176,0.0-45.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
1086,71,poldrack-categorize,47,102691,0.0-46.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,practice,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,48,103449,0.0-47.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
583,66,poldrack-categorize,49,105959,0.0-48.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82",1500,practice,TRUE,66,500,congruent,blue,blue,,,,,
-1,-1,poldrack-single-stim,50,106720,0.0-49.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
615,71,poldrack-categorize,51,109233,0.0-50.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,practice,TRUE,71,500,congruent,green,green,,,,,
1983,13,poldrack-text,52,111471,0.0-52.0,ee984195-e057-498f-9d69-790b207351e0,<div class = centerbox><p class = center-block-text>We will now start the test. Respond exactly like you did during practice.</p><p class = center-block-text>Press <strong>enter</strong> to begin the test.</p></div>,1983,1000,test_intro,,,,,,,,,,,,,,,,
-1,-1,poldrack-single-stim,53,112977,0.0-53.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
551,71,poldrack-categorize,54,115484,0.0-54.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,55,116245,0.0-55.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
482,71,poldrack-categorize,56,118752,0.0-56.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,57,119511,0.0-57.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
518,66,poldrack-categorize,58,122020,0.0-58.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">RED</div></div>","66,71,82",1500,test,TRUE,66,500,incongruent,blue,red,,,,,
-1,-1,poldrack-single-stim,59,122781,0.0-59.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
600,82,poldrack-categorize,60,125292,0.0-60.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,test,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,61,126049,0.0-61.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
580,71,poldrack-categorize,62,128562,0.0-62.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,63,129323,0.0-63.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
635,66,poldrack-categorize,64,131836,0.0-64.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82",1500,test,TRUE,66,500,incongruent,blue,green,,,,,
-1,-1,poldrack-single-stim,65,132596,0.0-65.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
648,71,poldrack-categorize,66,135110,0.0-66.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,67,135870,0.0-67.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
959,82,poldrack-categorize,68,138378,0.0-68.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82",1500,test,TRUE,82,500,incongruent,red,green,,,,,
-1,-1,poldrack-single-stim,69,139138,0.0-69.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
739,71,poldrack-categorize,70,141651,0.0-70.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,71,142412,0.0-71.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
521,71,poldrack-categorize,72,144925,0.0-72.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,73,145686,0.0-73.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
806,82,poldrack-categorize,74,148199,0.0-74.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82",1500,test,TRUE,82,500,incongruent,red,green,,,,,
-1,-1,poldrack-single-stim,75,148960,0.0-75.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
597,82,poldrack-categorize,76,151470,0.0-76.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,test,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,77,152228,0.0-77.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
635,66,poldrack-categorize,78,154741,0.0-78.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","66,71,82",1500,test,FALSE,82,500,incongruent,red,blue,,,,,
-1,-1,poldrack-single-stim,79,155498,0.0-79.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
1259,71,poldrack-categorize,80,158009,0.0-80.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,red,,,,,
-1,-1,poldrack-single-stim,81,158770,0.0-81.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
892,71,poldrack-categorize,82,161283,0.0-82.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,83,162043,0.0-83.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
609,66,poldrack-categorize,84,164557,0.0-84.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82",1500,test,TRUE,66,500,congruent,blue,blue,,,,,
-1,-1,poldrack-single-stim,85,165318,0.0-85.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
679,71,poldrack-categorize,86,167825,0.0-86.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,87,168585,0.0-87.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
1137,66,poldrack-categorize,88,171096,0.0-88.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">RED</div></div>","66,71,82",1500,test,TRUE,66,500,incongruent,blue,red,,,,,
-1,-1,poldrack-single-stim,89,171853,0.0-89.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
965,71,poldrack-categorize,90,174366,0.0-90.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,red,,,,,
-1,-1,poldrack-single-stim,91,175127,0.0-91.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
627,71,poldrack-categorize,92,177640,0.0-92.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,93,178401,0.0-93.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
554,71,poldrack-categorize,94,180914,0.0-94.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,95,181672,0.0-95.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
626,71,poldrack-categorize,96,184182,0.0-96.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,97,184943,0.0-97.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
731,66,poldrack-categorize,98,187456,0.0-98.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82",1500,test,TRUE,66,500,incongruent,blue,green,,,,,
-1,-1,poldrack-single-stim,99,188216,0.0-99.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
985,82,poldrack-categorize,100,190730,0.0-100.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82",1500,test,TRUE,82,500,incongruent,red,green,,,,,
-1,-1,poldrack-single-stim,101,191490,0.0-101.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
784,71,poldrack-categorize,102,194001,0.0-102.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,red,,,,,
-1,-1,poldrack-single-stim,103,194758,0.0-103.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
595,82,poldrack-categorize,104,197271,0.0-104.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,test,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,105,198032,0.0-105.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
722,82,poldrack-categorize,106,200545,0.0-106.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82",1500,test,TRUE,82,500,congruent,red,red,,,,,
-1,-1,poldrack-single-stim,107,201300,0.0-107.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
460,66,poldrack-categorize,108,203813,0.0-108.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82",1500,test,TRUE,66,500,congruent,blue,blue,,,,,
-1,-1,poldrack-single-stim,109,204574,0.0-109.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
748,71,poldrack-categorize,110,207087,0.0-110.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,111,207848,0.0-111.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
674,71,poldrack-categorize,112,210361,0.0-112.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82",1500,test,TRUE,71,500,incongruent,green,blue,,,,,
-1,-1,poldrack-single-stim,113,211116,0.0-113.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
700,82,poldrack-categorize,114,213629,0.0-114.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82",1500,test,TRUE,82,500,incongruent,red,green,,,,,
-1,-1,poldrack-single-stim,115,214389,0.0-115.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
676,71,poldrack-categorize,116,216903,0.0-116.0,ee984195-e057-498f-9d69-790b207351e0,,1500,250,stim,,"<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82",1500,test,TRUE,71,500,congruent,green,green,,,,,
-1,-1,poldrack-single-stim,117,217663,0.0-117.0,ee984195-e057-498f-9d69-790b207351e0,,500,500,fixation,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
