"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","view_history","stimulus","possible_responses","stim_duration","exp_stage","correct","correct_response","feedback_duration","condition","stim_color","stim_word","responses","exp_id","credit_var"
"-1","-1","poldrack-single-stim","10","44107","0.0-9.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"530","82","poldrack-categorize","11","46620","0.0-10.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","practice","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","12","47381","0.0-11.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"463","82","poldrack-categorize","13","49894","0.0-12.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","practice","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","14","50655","0.0-13.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"733","71","poldrack-categorize","15","53168","0.0-14.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82","1500","practice","true","71","500","incongruent","green","blue","","",""
"-1","-1","poldrack-single-stim","16","53928","0.0-15.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"630","82","poldrack-categorize","17","56442","0.0-16.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","66,71,82","1500","practice","true","82","500","incongruent","red","blue","","",""
"-1","-1","poldrack-single-stim","18","57202","0.0-17.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"530","66","poldrack-categorize","19","59715","0.0-18.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","practice","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","20","60476","0.0-19.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"598","82","poldrack-categorize","21","62988","0.0-20.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","practice","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","22","63742","0.0-21.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"485","66","poldrack-categorize","23","66248","0.0-22.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","practice","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","24","67006","0.0-23.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"435","71","poldrack-categorize","25","69520","0.0-24.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82","1500","practice","true","71","500","incongruent","green","red","","",""
"-1","-1","poldrack-single-stim","26","70280","0.0-25.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"525","71","poldrack-categorize","27","72787","0.0-26.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","practice","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","28","73548","0.0-27.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"564","66","poldrack-categorize","29","76058","0.0-28.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">RED</div></div>","66,71,82","1500","practice","true","66","500","incongruent","blue","red","","",""
"-1","-1","poldrack-single-stim","30","76816","0.0-29.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"627","71","poldrack-categorize","31","79329","0.0-30.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","practice","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","32","80090","0.0-31.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"416","66","poldrack-categorize","33","82597","0.0-32.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","practice","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","34","83358","0.0-33.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"452","66","poldrack-categorize","35","85868","0.0-34.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","practice","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","36","86626","0.0-35.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"514","66","poldrack-categorize","37","89139","0.0-36.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82","1500","practice","false","71","500","incongruent","green","blue","","",""
"-1","-1","poldrack-single-stim","38","89900","0.0-37.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"530","71","poldrack-categorize","39","92407","0.0-38.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","practice","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","40","93168","0.0-39.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"622","82","poldrack-categorize","41","95679","0.0-40.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","practice","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","42","96436","0.0-41.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"514","71","poldrack-categorize","43","98949","0.0-42.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","practice","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","44","99709","0.0-43.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"606","82","poldrack-categorize","45","102223","0.0-44.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82","1500","practice","true","82","500","incongruent","red","green","","",""
"-1","-1","poldrack-single-stim","46","102983","0.0-45.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"593","82","poldrack-categorize","47","105497","0.0-46.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82","1500","practice","true","82","500","incongruent","red","green","","",""
"-1","-1","poldrack-single-stim","48","106257","0.0-47.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"582","71","poldrack-categorize","49","108770","0.0-48.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82","1500","practice","true","71","500","incongruent","green","red","","",""
"-1","-1","poldrack-single-stim","50","109531","0.0-49.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","practice","","","","","","","","",""
"492","66","poldrack-categorize","51","112044","0.0-50.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82","1500","practice","true","66","500","incongruent","blue","green","","",""
"2504","13","poldrack-text","52","114803","0.0-52.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","<div class = centerbox><p class = center-block-text>We will now start the test. Respond exactly like you did during practice.</p><p class = center-block-text>Press <strong>enter</strong> to begin the test.</p></div>","2504","1000","test_intro","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","53","116311","0.0-53.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"556","71","poldrack-categorize","54","118817","0.0-54.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","test","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","55","119579","0.0-55.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"774","71","poldrack-categorize","56","122086","0.0-56.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82","1500","test","true","71","500","incongruent","green","blue","","",""
"-1","-1","poldrack-single-stim","57","122841","0.0-57.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"682","82","poldrack-categorize","58","125354","0.0-58.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","test","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","59","126115","0.0-59.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"583","71","poldrack-categorize","60","128628","0.0-60.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","test","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","61","129389","0.0-61.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"660","66","poldrack-categorize","62","131902","0.0-62.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","63","132662","0.0-63.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"637","71","poldrack-categorize","64","135175","0.0-64.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82","1500","test","true","71","500","incongruent","green","blue","","",""
"-1","-1","poldrack-single-stim","65","135936","0.0-65.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"1043","82","poldrack-categorize","66","138449","0.0-66.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82","1500","test","true","82","500","incongruent","red","green","","",""
"-1","-1","poldrack-single-stim","67","139210","0.0-67.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"603","82","poldrack-categorize","68","141718","0.0-68.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","test","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","69","142478","0.0-69.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"902","71","poldrack-categorize","70","144991","0.0-70.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82","1500","test","true","71","500","incongruent","green","red","","",""
"-1","-1","poldrack-single-stim","71","145752","0.0-71.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"756","71","poldrack-categorize","72","148265","0.0-72.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","test","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","73","149025","0.0-73.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"802","82","poldrack-categorize","74","151539","0.0-74.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82","1500","test","false","71","500","incongruent","green","red","","",""
"-1","-1","poldrack-single-stim","75","152299","0.0-75.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"643","66","poldrack-categorize","76","154812","0.0-76.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","77","155573","0.0-77.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"666","66","poldrack-categorize","78","158086","0.0-78.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","79","158847","0.0-79.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"621","82","poldrack-categorize","80","161361","0.0-80.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","test","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","81","162121","0.0-81.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"744","66","poldrack-categorize","82","164634","0.0-82.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","83","165395","0.0-83.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"655","82","poldrack-categorize","84","167908","0.0-84.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","test","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","85","168669","0.0-85.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"733","66","poldrack-categorize","86","171182","0.0-86.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82","1500","test","true","66","500","incongruent","blue","green","","",""
"-1","-1","poldrack-single-stim","87","171939","0.0-87.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"649","82","poldrack-categorize","88","174450","0.0-88.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">RED</div></div>","66,71,82","1500","test","true","82","500","congruent","red","red","","",""
"-1","-1","poldrack-single-stim","89","175210","0.0-89.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"976","82","poldrack-categorize","90","177718","0.0-90.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","66,71,82","1500","test","true","82","500","incongruent","red","green","","",""
"-1","-1","poldrack-single-stim","91","178478","0.0-91.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"688","66","poldrack-categorize","92","180991","0.0-92.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","93","181752","0.0-93.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"778","66","poldrack-categorize","94","184265","0.0-94.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82","1500","test","true","66","500","incongruent","blue","green","","",""
"-1","-1","poldrack-single-stim","95","185020","0.0-95.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"570","66","poldrack-categorize","96","187533","0.0-96.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","97","188294","0.0-97.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"784","71","poldrack-categorize","98","190807","0.0-98.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","test","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","99","191568","0.0-99.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"650","66","poldrack-categorize","100","194081","0.0-100.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">BLUE</div></div>","66,71,82","1500","test","true","66","500","congruent","blue","blue","","",""
"-1","-1","poldrack-single-stim","101","194842","0.0-101.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"515","71","poldrack-categorize","102","197355","0.0-102.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","test","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","103","198115","0.0-103.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"750","66","poldrack-categorize","104","200628","0.0-104.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">GREEN</div></div>","66,71,82","1500","test","true","66","500","incongruent","blue","green","","",""
"-1","-1","poldrack-single-stim","105","201389","0.0-105.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"661","66","poldrack-categorize","106","203902","0.0-106.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:blue"">RED</div></div>","66,71,82","1500","test","true","66","500","incongruent","blue","red","","",""
"-1","-1","poldrack-single-stim","107","204657","0.0-107.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"745","82","poldrack-categorize","108","207170","0.0-108.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">BLUE</div></div>","66,71,82","1500","test","false","71","500","incongruent","green","blue","","",""
"-1","-1","poldrack-single-stim","109","207931","0.0-109.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"857","71","poldrack-categorize","110","210444","0.0-110.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">RED</div></div>","66,71,82","1500","test","true","71","500","incongruent","green","red","","",""
"-1","-1","poldrack-single-stim","111","211205","0.0-111.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
"564","71","poldrack-categorize","112","213718","0.0-112.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","1500","250","stim","","<div class = centerbox><div class = stroop-stim style = ""color:green"">GREEN</div></div>","66,71,82","1500","test","true","71","500","congruent","green","green","","",""
"-1","-1","poldrack-single-stim","113","214478","0.0-113.0","47817a4f-79b4-4ca3-84bf-af5e79014ae5","","500","500","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","500","test","","","","","","","","",""
